admission_number,student_name,grade,section,total_fee,paid_amount,due_amount,late_fee,status
ADM-2026-07479,Rahul Bose,12th Grade,C,22000.0,8616.06,13383.94,0.0,PENDING_DUE
ADM-2026-07480,Vivaan Joshi,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07481,Rahul Verma,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07482,Diya Bose,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07483,Pari Pillai,11th Grade,C,18000.0,960.2,17039.8,1000.0,DEFAULT_AGED
ADM-2026-07484,Meera Bose,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07485,Amit Nair,12th Grade,B,22000.0,9273.79,12726.21,0.0,PENDING_DUE
ADM-2026-07486,Aarav Mehta,9th Grade,D,18000.0,7702.9,10297.1,0.0,PENDING_DUE
ADM-2026-07487,Rahul Deshmukh,9th Grade,C,18000.0,6785.01,11214.99,0.0,PENDING_DUE
ADM-2026-07488,Amit Bose,11th Grade,B,15000.0,9737.87,5262.13,0.0,PENDING_DUE
ADM-2026-07489,Vivaan Choudhury,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07490,Sanya Pillai,11th Grade,A,22000.0,4510.62,17489.38,250.0,DEFAULT_AGED
ADM-2026-07491,Anjali Rao,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07492,Aarav Menon,9th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07493,Kavita Sharma,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07494,Aditya Rao,10th Grade,B,15000.0,1878.6,13121.4,500.0,DEFAULT_AGED
ADM-2026-07495,Diya Das,12th Grade,C,15000.0,4395.6,10604.4,250.0,DEFAULT_AGED
ADM-2026-07496,Ananya Das,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07497,Krishna Deshmukh,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07498,Karan Sharma,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07499,Priya Gupta,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07500,Amit Menon,11th Grade,A,12000.0,4500.61,7499.39,0.0,PENDING_DUE
ADM-2026-07501,Ayaan Nair,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07502,Reyansh Sen,11th Grade,D,15000.0,1216.77,13783.23,1000.0,DEFAULT_AGED
ADM-2026-07503,Priya Reddy,10th Grade,B,12000.0,3798.14,8201.86,0.0,PENDING_DUE
ADM-2026-07504,Kavita Deshmukh,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07505,Vikas Iyer,12th Grade,A,18000.0,10022.45,7977.55,0.0,PENDING_DUE
ADM-2026-07506,Diya Reddy,11th Grade,B,22000.0,5580.85,16419.15,250.0,DEFAULT_AGED
ADM-2026-07507,Diya Pillai,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07508,Diya Kumar,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07509,Pari Rao,9th Grade,B,12000.0,8366.96,3633.04,0.0,PENDING_DUE
ADM-2026-07510,Vihaan Choudhury,10th Grade,C,18000.0,8631.85,9368.15,0.0,PENDING_DUE
ADM-2026-07511,Ayaan Iyer,9th Grade,C,18000.0,4495.85,13504.15,1000.0,DEFAULT_AGED
ADM-2026-07512,Riya Menon,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07513,Rohan Deshmukh,9th Grade,A,22000.0,1783.27,20216.73,250.0,DEFAULT_AGED
ADM-2026-07514,Pooja Malhotra,12th Grade,A,18000.0,8199.97,9800.03,0.0,PENDING_DUE
ADM-2026-07515,Aadhya Gupta,12th Grade,A,22000.0,11237.32,10762.68,0.0,PENDING_DUE
ADM-2026-07516,Ishaan Sharma,10th Grade,D,15000.0,5281.67,9718.33,0.0,PENDING_DUE
ADM-2026-07517,Riya Singh,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07518,Diya Bose,9th Grade,C,18000.0,7991.79,10008.21,0.0,PENDING_DUE
ADM-2026-07519,Rahul Bose,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07520,Sanya Sen,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07521,Vikas Malhotra,9th Grade,D,22000.0,3592.89,18407.11,500.0,DEFAULT_AGED
ADM-2026-07522,Reyansh Nair,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07523,Vihaan Malhotra,10th Grade,C,15000.0,7673.96,7326.04,0.0,PENDING_DUE
ADM-2026-07524,Rohan Sen,12th Grade,A,18000.0,3783.97,14216.03,1000.0,DEFAULT_AGED
ADM-2026-07525,Aarav Gupta,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07526,Anjali Deshmukh,12th Grade,A,12000.0,3115.12,8884.88,500.0,DEFAULT_AGED
ADM-2026-07527,Karan Gupta,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07528,Pankaj Singh,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07529,Priya Sharma,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07530,Aditya Menon,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07531,Neha Iyer,12th Grade,A,18000.0,7538.65,10461.35,0.0,PENDING_DUE
ADM-2026-07532,Ishaan Singh,11th Grade,C,12000.0,5989.1,6010.9,0.0,PENDING_DUE
ADM-2026-07533,Rahul Malhotra,10th Grade,A,22000.0,5398.72,16601.28,0.0,PENDING_DUE
ADM-2026-07534,Aadhya Sharma,10th Grade,A,15000.0,3344.9,11655.1,0.0,PENDING_DUE
ADM-2026-07535,Meera Iyer,10th Grade,C,22000.0,10844.24,11155.76,0.0,PENDING_DUE
ADM-2026-07536,Krishna Bose,11th Grade,A,12000.0,1354.91,10645.09,500.0,DEFAULT_AGED
ADM-2026-07537,Karan Reddy,11th Grade,D,22000.0,1291.22,20708.78,250.0,DEFAULT_AGED
ADM-2026-07538,Sai Nair,11th Grade,C,22000.0,14733.02,7266.98,0.0,PENDING_DUE
ADM-2026-07539,Neha Joshi,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07540,Pankaj Singh,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07541,Aditya Joshi,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07542,Rohan Iyer,10th Grade,C,12000.0,4043.69,7956.31,0.0,PENDING_DUE
ADM-2026-07543,Meera Singh,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07544,Sanya Patel,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07545,Sanya Nair,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07546,Rahul Choudhury,12th Grade,A,15000.0,4951.38,10048.62,0.0,PENDING_DUE
ADM-2026-07547,Ayaan Sharma,12th Grade,A,18000.0,10819.6,7180.4,0.0,PENDING_DUE
ADM-2026-07548,Neha Pillai,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07549,Anjali Deshmukh,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07550,Vikas Bose,12th Grade,D,22000.0,11167.01,10832.99,0.0,PENDING_DUE
ADM-2026-07551,Riya Sharma,9th Grade,B,12000.0,3524.24,8475.76,1000.0,DEFAULT_AGED
ADM-2026-07552,Vikas Bose,12th Grade,D,18000.0,4955.41,13044.59,0.0,PENDING_DUE
ADM-2026-07553,Pankaj Sen,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07554,Vikas Sharma,10th Grade,D,12000.0,3070.61,8929.39,0.0,PENDING_DUE
ADM-2026-07555,Sneha Deshmukh,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07556,Vivaan Menon,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07557,Anjali Pillai,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07558,Meera Kumar,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07559,Aadhya Mehta,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07560,Krishna Sharma,9th Grade,A,22000.0,11597.45,10402.55,0.0,PENDING_DUE
ADM-2026-07561,Ananya Nair,10th Grade,C,18000.0,5722.84,12277.16,0.0,PENDING_DUE
ADM-2026-07562,Meera Malhotra,9th Grade,C,15000.0,3376.55,11623.45,0.0,PENDING_DUE
ADM-2026-07563,Diya Mehta,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07564,Vihaan Malhotra,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07565,Reyansh Menon,12th Grade,A,15000.0,3319.47,11680.53,0.0,PENDING_DUE
ADM-2026-07566,Ananya Iyer,12th Grade,B,18000.0,615.43,17384.57,500.0,DEFAULT_AGED
ADM-2026-07567,Aarav Menon,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07568,Ananya Verma,11th Grade,A,22000.0,12337.82,9662.18,0.0,PENDING_DUE
ADM-2026-07569,Neha Malhotra,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07570,Reyansh Kumar,12th Grade,C,12000.0,8273.51,3726.49,0.0,PENDING_DUE
ADM-2026-07571,Sai Iyer,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07572,Aditya Joshi,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07573,Diya Reddy,11th Grade,D,22000.0,7938.94,14061.06,0.0,PENDING_DUE
ADM-2026-07574,Diya Joshi,11th Grade,C,22000.0,4281.65,17718.35,250.0,DEFAULT_AGED
ADM-2026-07575,Aadhya Patel,11th Grade,C,12000.0,4944.57,7055.43,0.0,PENDING_DUE
ADM-2026-07576,Pankaj Rao,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07577,Meera Reddy,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07578,Riya Pillai,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07579,Aditya Das,12th Grade,D,22000.0,14122.06,7877.94,0.0,PENDING_DUE
ADM-2026-07580,Amit Malhotra,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07581,Priya Mehta,10th Grade,D,18000.0,1677.7,16322.3,250.0,DEFAULT_AGED
ADM-2026-07582,Kavita Deshmukh,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07583,Krishna Das,9th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07584,Pankaj Sharma,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07585,Sai Singh,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07586,Sai Menon,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07587,Riya Sharma,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07588,Sai Mehta,12th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07589,Meera Mehta,12th Grade,A,15000.0,3039.27,11960.73,0.0,PENDING_DUE
ADM-2026-07590,Sneha Menon,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07591,Aditya Joshi,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07592,Aadhya Gupta,11th Grade,A,15000.0,1255.95,13744.05,1000.0,DEFAULT_AGED
ADM-2026-07593,Aadhya Patel,11th Grade,B,12000.0,4749.17,7250.83,0.0,PENDING_DUE
ADM-2026-07594,Ananya Reddy,12th Grade,D,22000.0,3717.24,18282.76,250.0,DEFAULT_AGED
ADM-2026-07595,Vikas Gupta,11th Grade,B,18000.0,11467.38,6532.62,0.0,PENDING_DUE
ADM-2026-07596,Neha Sharma,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07597,Krishna Malhotra,12th Grade,C,12000.0,4761.09,7238.91,0.0,PENDING_DUE
ADM-2026-07598,Diya Singh,12th Grade,D,18000.0,4904.13,13095.87,0.0,PENDING_DUE
ADM-2026-07599,Aditya Reddy,12th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07600,Rahul Malhotra,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07601,Diya Menon,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07602,Sneha Sharma,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07603,Rahul Singh,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07604,Arjun Rao,9th Grade,C,12000.0,3017.9,8982.1,500.0,DEFAULT_AGED
ADM-2026-07605,Priya Sen,10th Grade,C,18000.0,4091.87,13908.13,0.0,PENDING_DUE
ADM-2026-07606,Amit Iyer,10th Grade,A,15000.0,9875.74,5124.26,0.0,PENDING_DUE
ADM-2026-07607,Sanya Deshmukh,10th Grade,A,15000.0,10367.5,4632.5,0.0,PENDING_DUE
ADM-2026-07608,Meera Das,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07609,Vivaan Sharma,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07610,Rahul Singh,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07611,Pooja Verma,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07612,Karan Mehta,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07613,Vivaan Malhotra,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07614,Vivaan Menon,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07615,Diya Pillai,9th Grade,A,22000.0,7462.42,14537.58,0.0,PENDING_DUE
ADM-2026-07616,Meera Deshmukh,11th Grade,D,12000.0,4094.16,7905.84,0.0,PENDING_DUE
ADM-2026-07617,Riya Sen,11th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07618,Aarav Sharma,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07619,Sneha Nair,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07620,Sanya Joshi,12th Grade,D,15000.0,4264.73,10735.27,250.0,DEFAULT_AGED
ADM-2026-07621,Vihaan Choudhury,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07622,Sanya Gupta,12th Grade,C,18000.0,6359.68,11640.32,0.0,PENDING_DUE
ADM-2026-07623,Ishaan Sharma,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07624,Aadhya Kumar,12th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07625,Meera Choudhury,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07626,Aditya Sen,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07627,Amit Verma,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07628,Sneha Singh,12th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07629,Vihaan Sharma,12th Grade,C,12000.0,295.69,11704.31,1000.0,DEFAULT_AGED
ADM-2026-07630,Vikas Malhotra,12th Grade,D,12000.0,6053.49,5946.51,0.0,PENDING_DUE
ADM-2026-07631,Aditya Menon,12th Grade,B,18000.0,7933.99,10066.01,0.0,PENDING_DUE
ADM-2026-07632,Rohan Sen,9th Grade,B,15000.0,6814.05,8185.95,0.0,PENDING_DUE
ADM-2026-07633,Aarav Rao,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07634,Amit Nair,9th Grade,D,22000.0,2330.18,19669.82,500.0,DEFAULT_AGED
ADM-2026-07635,Karan Verma,12th Grade,A,15000.0,7062.54,7937.46,0.0,PENDING_DUE
ADM-2026-07636,Sanya Verma,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07637,Ayaan Choudhury,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07638,Sai Menon,9th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07639,Riya Kumar,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07640,Priya Patel,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07641,Rohan Gupta,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07642,Pooja Joshi,10th Grade,A,22000.0,4765.87,17234.13,0.0,PENDING_DUE
ADM-2026-07643,Aditya Pillai,11th Grade,B,12000.0,7751.4,4248.6,0.0,PENDING_DUE
ADM-2026-07644,Pari Joshi,10th Grade,C,18000.0,8254.65,9745.35,0.0,PENDING_DUE
ADM-2026-07645,Amit Bose,10th Grade,B,15000.0,5615.44,9384.56,0.0,PENDING_DUE
ADM-2026-07646,Riya Nair,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07647,Ayaan Bose,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07648,Reyansh Verma,11th Grade,A,12000.0,5615.09,6384.91,0.0,PENDING_DUE
ADM-2026-07649,Priya Mehta,9th Grade,B,15000.0,6216.36,8783.64,0.0,PENDING_DUE
ADM-2026-07650,Vivaan Rao,12th Grade,C,12000.0,3319.47,8680.53,1000.0,DEFAULT_AGED
ADM-2026-07651,Krishna Reddy,10th Grade,D,22000.0,5352.21,16647.79,0.0,PENDING_DUE
ADM-2026-07652,Ananya Mehta,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07653,Sai Das,12th Grade,C,15000.0,3695.0,11305.0,0.0,PENDING_DUE
ADM-2026-07654,Rahul Kumar,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07655,Sai Verma,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07656,Rohan Deshmukh,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07657,Vikas Reddy,10th Grade,B,12000.0,7263.96,4736.04,0.0,PENDING_DUE
ADM-2026-07658,Kavita Menon,11th Grade,B,22000.0,4220.47,17779.53,1000.0,DEFAULT_AGED
ADM-2026-07659,Riya Das,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07660,Pari Malhotra,10th Grade,B,18000.0,9875.48,8124.52,0.0,PENDING_DUE
ADM-2026-07661,Aditya Mehta,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07662,Diya Rao,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07663,Ananya Verma,11th Grade,D,12000.0,665.83,11334.17,1000.0,DEFAULT_AGED
ADM-2026-07664,Vivaan Mehta,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07665,Pooja Nair,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07666,Pooja Singh,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07667,Pooja Deshmukh,11th Grade,C,15000.0,5990.22,9009.78,0.0,PENDING_DUE
ADM-2026-07668,Arjun Patel,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07669,Rohan Deshmukh,11th Grade,A,15000.0,3867.05,11132.95,500.0,DEFAULT_AGED
ADM-2026-07670,Diya Iyer,12th Grade,C,18000.0,11945.01,6054.99,0.0,PENDING_DUE
ADM-2026-07671,Neha Mehta,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07672,Pankaj Mehta,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07673,Vivaan Das,12th Grade,A,18000.0,5610.9,12389.1,0.0,PENDING_DUE
ADM-2026-07674,Ayaan Nair,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07675,Reyansh Pillai,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07676,Kavita Rao,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07677,Aarav Singh,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07678,Vikas Reddy,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07679,Arjun Deshmukh,12th Grade,B,15000.0,7846.76,7153.24,0.0,PENDING_DUE
ADM-2026-07680,Reyansh Rao,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07681,Diya Choudhury,9th Grade,B,18000.0,8260.9,9739.1,0.0,PENDING_DUE
ADM-2026-07682,Vikas Kumar,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07683,Neha Gupta,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07684,Pankaj Gupta,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07685,Pankaj Nair,9th Grade,A,22000.0,12460.36,9539.64,0.0,PENDING_DUE
ADM-2026-07686,Amit Patel,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07687,Vikas Verma,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07688,Meera Kumar,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07689,Sanya Deshmukh,12th Grade,C,18000.0,8973.79,9026.21,0.0,PENDING_DUE
ADM-2026-07690,Pari Choudhury,12th Grade,C,15000.0,5618.7,9381.3,0.0,PENDING_DUE
ADM-2026-07691,Priya Das,12th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07692,Krishna Sen,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07693,Rahul Sharma,11th Grade,C,12000.0,6103.45,5896.55,0.0,PENDING_DUE
ADM-2026-07694,Neha Mehta,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07695,Reyansh Singh,10th Grade,A,15000.0,4336.8,10663.2,0.0,PENDING_DUE
ADM-2026-07696,Vikas Mehta,9th Grade,A,18000.0,10058.41,7941.59,0.0,PENDING_DUE
ADM-2026-07697,Aarav Joshi,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07698,Ishaan Nair,11th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07699,Diya Deshmukh,9th Grade,A,12000.0,6735.03,5264.97,0.0,PENDING_DUE
ADM-2026-07700,Sanya Pillai,12th Grade,B,15000.0,2073.51,12926.49,1000.0,DEFAULT_AGED
ADM-2026-07701,Karan Sharma,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07702,Aadhya Kumar,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07703,Anjali Verma,12th Grade,A,12000.0,4438.26,7561.74,0.0,PENDING_DUE
ADM-2026-07704,Aarav Das,9th Grade,B,22000.0,4366.65,17633.35,500.0,DEFAULT_AGED
ADM-2026-07705,Anjali Rao,11th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07706,Diya Joshi,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07707,Aadhya Menon,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07708,Vivaan Kumar,11th Grade,C,15000.0,6720.47,8279.53,0.0,PENDING_DUE
ADM-2026-07709,Sai Verma,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07710,Pooja Rao,10th Grade,B,18000.0,5387.46,12612.54,500.0,DEFAULT_AGED
ADM-2026-07711,Kavita Patel,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07712,Krishna Deshmukh,10th Grade,B,22000.0,5618.04,16381.96,500.0,DEFAULT_AGED
ADM-2026-07713,Priya Iyer,9th Grade,C,18000.0,2842.9,15157.1,250.0,DEFAULT_AGED
ADM-2026-07714,Ishaan Rao,11th Grade,C,12000.0,4938.71,7061.29,0.0,PENDING_DUE
ADM-2026-07715,Meera Sen,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07716,Sanya Rao,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07717,Ananya Rao,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07718,Pankaj Joshi,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07719,Riya Pillai,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07720,Rohan Malhotra,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-07721,Krishna Singh,11th Grade,A,22000.0,10580.05,11419.95,0.0,PENDING_DUE
ADM-2026-07722,Sneha Iyer,12th Grade,B,22000.0,5808.81,16191.19,0.0,PENDING_DUE
ADM-2026-07723,Aditya Mehta,12th Grade,A,22000.0,6994.0,15006.0,0.0,PENDING_DUE
ADM-2026-07724,Sai Iyer,11th Grade,D,15000.0,9344.71,5655.29,0.0,PENDING_DUE
ADM-2026-07725,Karan Bose,10th Grade,C,12000.0,2827.96,9172.04,0.0,PENDING_DUE
ADM-2026-07726,Meera Sharma,10th Grade,B,12000.0,2575.18,9424.82,0.0,PENDING_DUE
ADM-2026-07727,Vikas Sen,9th Grade,B,22000.0,11610.52,10389.48,0.0,PENDING_DUE
ADM-2026-07728,Aditya Pillai,9th Grade,C,12000.0,7038.68,4961.32,0.0,PENDING_DUE
ADM-2026-07729,Amit Iyer,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07730,Aditya Rao,11th Grade,D,18000.0,7140.89,10859.11,0.0,PENDING_DUE
ADM-2026-07731,Rohan Joshi,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07732,Ananya Nair,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07733,Riya Singh,10th Grade,C,18000.0,5467.14,12532.86,0.0,PENDING_DUE
ADM-2026-07734,Pankaj Singh,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-07735,Pooja Kumar,9th Grade,D,12000.0,4218.39,7781.61,0.0,PENDING_DUE
ADM-2026-07736,Sai Gupta,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-07737,Aadhya Menon,10th Grade,A,12000.0,4427.25,7572.75,0.0,PENDING_DUE
ADM-2026-07738,Reyansh Rao,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07739,Amit Bose,10th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-07740,Ananya Gupta,12th Grade,A,22000.0,7516.35,14483.65,0.0,PENDING_DUE
